iter	RMSE
316	16.44016308
317	16.43870066
318	16.43790346
319	16.43645678
320	16.43497713
321	16.43354526
322	16.4325784
323	16.43161545
324	16.43041169
325	16.42914304
326	16.42814224
327	16.42693501
328	16.42606583
329	16.42413671
330	16.42313375
331	16.42200291
332	16.42109514
333	16.41962851
334	16.41765977
335	16.41601504
336	16.41449022
337	16.41323054
338	16.41224509
339	16.41145712
340	16.40983402
341	16.40833206
342	16.40716561
343	16.40568533
344	16.40464297
345	16.40388601
346	16.40254484
347	16.40171872
348	16.40071311
349	16.39961781
350	16.39823826
351	16.39680464
352	16.39524502
353	16.39454885
354	16.39319071
355	16.39188692
356	16.39084774
357	16.38977485
358	16.38807661
359	16.386376
360	16.38448205
361	16.38370958
362	16.3819473
363	16.38034705
364	16.37864934
365	16.37716267
366	16.3758268
367	16.37475513
368	16.37334227
369	16.37227342
370	16.3712227
371	16.3702539
372	16.36956779
373	16.36841293
374	16.36735952
375	16.36625688
376	16.36449915
377	16.36339948
378	16.36183173
379	16.36061114
380	16.35934567
381	16.35803786
382	16.3572273
383	16.35629861
384	16.35469156
385	16.35322441
386	16.35212591
387	16.3511002
388	16.35002313
389	16.34922931
390	16.34809713
391	16.34689038
392	16.34574175
393	16.3436733
394	16.34207219
395	16.34052553
396	16.33916922
397	16.33798837
398	16.33627267
399	16.33468772
400	16.33326799
401	16.33239764
402	16.33151467
403	16.33091966
404	16.3293565
405	16.32847469
406	16.32647851
407	16.32480352
408	16.32335848
409	16.32222159
410	16.32062538
411	16.31895419
412	16.31790159
413	16.31636227
414	16.31547959
415	16.31439968
416	16.31307204
417	16.31187628
418	16.31106423
419	16.31029234
420	16.30881751
421	16.30772025
422	16.30690065
423	16.30579867
424	16.30444337
425	16.30366023
426	16.30156636
427	16.29964511
428	16.29885491
429	16.29766962
430	16.2961033
431	16.29453129
432	16.29354893
433	16.29162279
434	16.29014281
435	16.28918323
436	16.28818869
437	16.28710185
438	16.28587126
439	16.28421784
440	16.28330331
441	16.2818318
442	16.28042089
443	16.27919525
444	16.27828609
445	16.27657488
446	16.27535524
447	16.2739064
448	16.27135674
449	16.26957866
450	16.26863257
451	16.26771087
452	16.26661133
453	16.2646051
454	16.26295433
455	16.26171511
456	16.25994236
457	16.25854504
458	16.25706304
459	16.25624939
460	16.25494298
461	16.25412278
462	16.25268064
463	16.25154457
464	16.25044901
465	16.2494426
466	16.24854867
467	16.24722139
468	16.24640774
469	16.24548447
470	16.24400925
471	16.24340381
472	16.2427375
473	16.241845
474	16.24103663
475	16.23992488
476	16.23912413
477	16.23799891
478	16.23704445
479	16.23628619
480	16.23558184
481	16.23444402
482	16.23348828
483	16.23211885
484	16.23137889
485	16.2302702
486	16.22970704
487	16.22849784
488	16.22754613
489	16.22652489
490	16.22542499
491	16.22432319
492	16.22335883
493	16.22233808
494	16.2203509
495	16.21890042
496	16.21746624
497	16.21616768
498	16.21486598
499	16.21345252
500	16.21234834
501	16.2114012
502	16.2102127
503	16.20906419
504	16.2080429
505	16.20668623
506	16.20534174
507	16.20381315
508	16.20300872
509	16.2020898
510	16.20076195
511	16.19942077
512	16.1986599
513	16.19781293
514	16.19725242
515	16.19527711
516	16.19436296
517	16.19285546
518	16.19201895
519	16.19096726
520	16.18983556
521	16.18883634
522	16.18819162
523	16.18697881
524	16.18630785
525	16.18556599
526	16.18417603
527	16.18301312
528	16.18168473
529	16.1809115
530	16.17973606
531	16.17849553
532	16.17736015
533	16.17573678
534	16.1748026
535	16.17395776
536	16.17328409
537	16.17246806
538	16.17168972
539	16.17058672
540	16.16936247
541	16.16851275
542	16.16719085
543	16.16607033
544	16.16501999
545	16.16398141
546	16.16335679
547	16.1625814
548	16.1609635
549	16.16051199
550	16.15934791
551	16.15791624
552	16.15714981
553	16.15616359
554	16.154424
555	16.15329851
556	16.15213808
557	16.15090693
558	16.1499436
559	16.14915428
560	16.14815215
561	16.14719575
562	16.14611334
563	16.14457433
564	16.14349601
565	16.14222877
566	16.14124861
567	16.14013686
568	16.13935937
569	16.13825245
570	16.13714614
571	16.13652618
572	16.13509164
573	16.13445112
574	16.1336936
575	16.13248022
576	16.13160792
577	16.1309825
578	16.13018714
579	16.12901945
580	16.12791081
581	16.12594322
582	16.12504879
583	16.12374387
584	16.12287061
585	16.12194961
586	16.12077896
587	16.11995151
588	16.1189672
589	16.11808315
590	16.11653432
591	16.11554467
592	16.11495956
593	16.11426284
594	16.11337432
595	16.1127142
596	16.11164156
597	16.11006287
598	16.10929263
599	16.10836409
600	16.10703471
601	16.1062283
602	16.10498862
603	16.10428997
604	16.10319705
605	16.10236768
606	16.10117582
607	16.0998801
608	16.09906481
609	16.09819605
610	16.09671115
611	16.09535354
612	16.09450636
613	16.09366936
614	16.09245865
615	16.09147121
616	16.09049738
617	16.09006459
618	16.08917118
619	16.08846803
620	16.08775195
621	16.0867631
622	16.08592537
623	16.08497526
624	16.08434766
625	16.083739
626	16.08304843
627	16.08188414
628	16.08089882
629	16.07952679
630	16.07842913
631	16.07724562
632	16.07601094
633	16.07487214
634	16.07397028
635	16.07313011
636	16.07234779
637	16.07087935
638	16.0700734
639	16.06884306
640	16.06797841
641	16.06706326
642	16.0660654
643	16.0644263
644	16.06350693
645	16.06217138
646	16.06130151
647	16.06019321
648	16.05961224
649	16.05838273
650	16.05759418
651	16.05666512
652	16.05600511
653	16.05508906
654	16.05423728
655	16.05344544
656	16.05243799
657	16.0515378
658	16.05104726
659	16.05047528
660	16.04943529
661	16.04823365
662	16.04723342
663	16.04614599
664	16.04576591
665	16.04518846
666	16.04421817
667	16.04356421
668	16.04242466
669	16.04169479
670	16.04076042
671	16.03993629
672	16.03867185
673	16.03722004
674	16.03614856
675	16.03504172
676	16.03420957
677	16.03379913
678	16.03330065
679	16.03275336
680	16.03150072
681	16.03059215
682	16.0297904
683	16.02882064
684	16.02795349
685	16.02699324
686	16.02629666
687	16.02492219
688	16.02416427
689	16.02301824
690	16.0222443
691	16.02187917
692	16.02071927
693	16.01973004
694	16.01855783
695	16.01779067
696	16.01690832
697	16.01627729
698	16.01553057
699	16.01458099
700	16.01385703
701	16.01335319
702	16.01265775
703	16.01196293
704	16.01134956
705	16.01043529
706	16.00974703
707	16.00908208
708	16.00829816
709	16.0073812
710	16.00676521
711	16.00604859
712	16.00533167
713	16.00460291
714	16.00417029
715	16.00306127
716	16.00090749
717	15.99989514
718	15.99912363
719	15.99802297
720	15.99705499
721	15.99617372
722	15.99541334
723	15.99404425
724	15.99335836
725	15.99196933
726	15.99091206
727	15.99030779
728	15.98954148
729	15.98851713
730	15.98771186
731	15.98705298
732	15.98609742
733	15.98520344
734	15.98477389
735	15.98382701
736	15.98287712
737	15.9818306
738	15.98036936
739	15.97912731
740	15.97806399
741	15.97729347
742	15.97606556
743	15.97562544
744	15.97500102
745	15.97444436
746	15.97354018
747	15.97273523
748	15.97230261
749	15.97174982
750	15.97109032
751	15.97032886
752	15.96963786
753	15.96870033
754	15.96808448
755	15.9668554
756	15.96560917
757	15.96438278
758	15.96342317
759	15.96170313
760	15.96099812
761	15.95961381
762	15.95845503
763	15.95751993
764	15.95657012
765	15.95588492
766	15.95496985
767	15.95429005
768	15.95293452
769	15.95227626
770	15.95127711
771	15.95050748
772	15.95001922
773	15.94935155
774	15.94874593
775	15.94787096
776	15.94682839
777	15.94582812
778	15.94522691
779	15.94471417
780	15.94347573
781	15.94249031
782	15.94134368
783	15.94023368
784	15.93965041
785	15.93854093
786	15.93819839
787	15.93701517
788	15.9362806
789	15.93571523
790	15.93367794
791	15.932669
792	15.93193111
793	15.93090188
794	15.92974675
795	15.92912578
796	15.92804481
797	15.92768491
798	15.92676909
799	15.92567859
800	15.9251125
801	15.92445991
802	15.92313103
803	15.92248703
804	15.92185956
805	15.92100365
806	15.92015069
807	15.91930288
808	15.91882524
809	15.91770388
810	15.91672174
811	15.91574636
812	15.9144016
813	15.91340369
814	15.91240114
815	15.91154921
816	15.91003879
817	15.90937664
818	15.9085725
819	15.9070633
820	15.90619918
821	15.90522121
822	15.9045593
823	15.90370924
824	15.90255747
825	15.90133521
826	15.90066457
827	15.89973734
828	15.89908968
829	15.89843931
830	15.89709253
831	15.89593376
832	15.89498801
833	15.89437848
834	15.89350525
835	15.89226456
836	15.89136062
837	15.89017943
838	15.88934204
839	15.88823607
840	15.88761308
841	15.88676586
842	15.88613358
843	15.88576452
844	15.88472169
845	15.88358098
846	15.88255765
847	15.88192499
848	15.88101111
849	15.88037782
850	15.87974791
851	15.87915728
852	15.87860053
853	15.8775429
854	15.87661769
855	15.87569146
856	15.87402006
857	15.87350582
858	15.87298859
859	15.87212398
860	15.87139106
861	15.87039822
862	15.8690961
863	15.86802543
864	15.86705501
865	15.86620496
866	15.86553543
867	15.864747
868	15.86392452
869	15.8631539
870	15.86264244
871	15.86161322
872	15.86069916
873	15.85988149
874	15.85888655
875	15.85785517
876	15.85680339
877	15.85565848
878	15.8549025
879	15.85411274
880	15.85366591
881	15.85312037
882	15.85201689
883	15.85112738
884	15.84976813
885	15.84888257
886	15.84814913
887	15.84749382
888	15.84695614
889	15.84617865
890	15.84516368
891	15.84409353
892	15.84357217
893	15.84279611
894	15.84242117
895	15.8418031
896	15.84085697
897	15.83968857
898	15.83893142
899	15.83846537
900	15.83749816
901	15.83637033
902	15.8355439
903	15.83458484
904	15.83382058
905	15.83350454
906	15.83288643
907	15.832317
908	15.83177389
909	15.83126568
910	15.83052716
911	15.82988252
912	15.82831509
913	15.82730526
914	15.82620617
915	15.82503212
916	15.82401679
917	15.82349602
918	15.82265894
919	15.8217175
920	15.8211626
921	15.82016099
922	15.81944625
923	15.81826227
924	15.81705722
925	15.81632899
926	15.81537321
927	15.81428744
928	15.81324625
929	15.81222584
930	15.81167174
931	15.81091222
932	15.81025883
933	15.80932284
934	15.8086518
935	15.80732487
936	15.80697419
937	15.80638521
938	15.80572333
939	15.80463216
940	15.80387208
941	15.80333663
942	15.80248625
943	15.80151648
944	15.80069022
945	15.79998991
946	15.7988092
947	15.7983907
948	15.79749121
949	15.79652957
950	15.79591438
951	15.79499025
952	15.79447533
953	15.79331818
954	15.79264939
955	15.79207815
956	15.79149595
957	15.79092612
958	15.7903476
959	15.78958214
960	15.78905299
961	15.78841361
962	15.78764923
963	15.78633873
964	15.7850789
965	15.78403607
966	15.78310006
967	15.78226118
968	15.78158456
969	15.78064628
970	15.78013999
971	15.77939511
972	15.77841689
973	15.77727123
974	15.77651676
975	15.77598625
976	15.77521124
977	15.77450598
978	15.77394647
979	15.7736303
980	15.77266539
981	15.77200489
982	15.77117564
983	15.76985011
984	15.76904992
985	15.76792315
986	15.76766943
987	15.7669463
988	15.76643514
989	15.76574915
990	15.76527605
991	15.764779
992	15.7640255
993	15.76349667
994	15.76264818
995	15.76141165
996	15.76053654
997	15.75971853
998	15.75899239
999	15.75848021
